rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
1537,Kepler-375,Transit,2,12.125934,0.000204,-0.000204,0,0.101,,,0,,,,,,,,,,,,,0.129,0.045,-0.045,0,,,,,,,,,0,1,5826,200,-200,0,0,0.89,,,0,0,0.84,0.29,-0.29,0,0
1538,Kepler-375,Transit,2,19.986326,0.000184,-0.000184,0,0.141,,,0,,,,,,,,,,,,,0.236,0.086,-0.086,0,,,,,,,,,0,1,5826,200,-200,0,0,0.89,,,0,0,0.84,0.29,-0.29,0,0
1539,Kepler-376,Transit,2,4.920199,0.000073,-0.000073,0,0.057,,,0,,,,,,,,,,,,,0.095,0.02,-0.02,0,,,,,,,,,0,1,5900,100,-100,0,0,1.05,,,0,0,1.18,0.23,-0.23,0,0
1540,Kepler-376,Transit,2,14.172327,0.000108,-0.000108,0,0.115,,,0,,,,,,,,,,,,,0.16,0.032,-0.032,0,,,,,,,,,0,1,5900,100,-100,0,0,1.05,,,0,0,1.18,0.23,-0.23,0,0
1541,Kepler-377,Transit,2,12.509529,0.000257,-0.000257,0,0.109,,,0,,,,,,,,,,,,,0.124,0.024,-0.024,0,,,,,,,,,0,1,5949,128,-128,0,0,0.88,,,0,0,1.22,0.23,-0.23,0,0
1542,Kepler-377,Transit,2,27.014976,0.000347,-0.000347,0,0.182,,,0,,,,,,,,,,,,,0.184,0.035,-0.035,0,,,,,,,,,0,1,5949,128,-128,0,0,0.88,,,0,0,1.22,0.23,-0.23,0,0
1543,Kepler-378,Transit,2,16.092361,0.000073,-0.000073,0,0.112,,,0,,,,,,,,,,,,,0.067,0.013,-0.013,0,,,,,,,,,0,1,4661,100,-100,0,0,0.96,,,0,0,0.67,0.04,-0.04,0,0
1544,Kepler-378,Transit,2,28.906009,0.000216,-0.000216,0,0.166,,,0,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,,,,,0,1,4661,100,-100,0,0,0.96,,,0,0,0.67,0.04,-0.04,0,0
1545,Kepler-379,Transit,2,20.09838,0.00018,-0.00018,0,0.152,,,0,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,,,,,0,1,6054,100,-100,0,0,1.08,,,0,0,1.31,0.24,-0.24,0,0
1546,Kepler-379,Transit,2,62.784697,0.000661,-0.000661,0,0.326,,,0,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,,,,,0,1,6054,100,-100,0,0,1.08,,,0,0,1.31,0.24,-0.24,0,0
1547,Kepler-380,Transit,2,3.930821,0.000038,-0.000038,0,0.05,,,0,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,,,,,0,1,6045,147,-147,0,0,1.05,,,0,0,1.22,0.24,-0.24,0,0
1548,Kepler-380,Transit,2,7.630004,0.000073,-0.000073,0,0.078,,,0,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,,,,,0,1,6045,147,-147,0,0,1.05,,,0,0,1.22,0.24,-0.24,0,0
1549,Kepler-381,Transit,2,5.629021,0.000028,-0.000028,0,0.066,,,0,,,,,,,,,,,,,0.088,0.02,-0.02,0,,,,,,,,,0,1,6152,100,-100,0,0,1.34,,,0,0,1.57,0.35,-0.35,0,0
1550,Kepler-381,Transit,2,13.391635,0.000129,-0.000129,0,0.117,,,0,,,,,,,,,,,,,0.1,0.022,-0.022,0,,,,,,,,,0,1,6152,100,-100,0,0,1.34,,,0,0,1.57,0.35,-0.35,0,0
1551,Kepler-382,Transit,2,5.262155,0.000047,-0.000047,0,0.055,,,0,,,,,,,,,,,,,0.118,0.056,-0.056,0,,,,,,,,,0,1,5600,200,-200,0,0,0.8,,,0,0,0.94,0.45,-0.45,0,0
1552,Kepler-382,Transit,2,12.162701,0.000109,-0.000109,0,0.097,,,0,,,,,,,,,,,,,0.142,0.069,-0.069,0,,,,,,,,,0,1,5600,200,-200,0,0,0.8,,,0,0,0.94,0.45,-0.45,0,0
1553,Kepler-383,Transit,2,12.904532,0.000121,-0.000121,0,0.095,,,0,,,,,,,,,,,,,0.118,0.046,-0.046,0,,,,,,,,,0,1,4710,200,-200,0,0,0.67,,,0,0,0.67,0.27,-0.27,0,0
1554,Kepler-383,Transit,2,31.200751,0.000354,-0.000354,0,0.172,,,0,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,,,,,0,1,4710,200,-200,0,0,0.67,,,0,0,0.67,0.27,-0.27,0,0
1555,Kepler-384,Transit,2,22.597053,0.000243,-0.000243,0,0.148,,,0,,,,,,,,,,,,,0.1,0.029,-0.029,0,,,,,,,,,0,1,5577,145,-145,0,0,0.76,,,0,0,0.88,0.25,-0.25,0,0
1556,Kepler-384,Transit,2,45.348269,0.000779,-0.000779,0,0.236,,,0,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,,,,,0,1,5577,145,-145,0,0,0.76,,,0,0,0.88,0.25,-0.25,0,0
1557,Kepler-385,Transit,2,10.043686,0.000128,-0.000128,0,0.097,,,0,,,,,,,,,,,,,0.244,0.123,-0.123,0,,,,,,,,,0,1,6326,250,-250,0,0,1.09,,,0,0,1.13,0.56,-0.56,0,0
1558,Kepler-385,Transit,2,15.163161,0.000269,-0.000269,0,0.127,,,0,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,,,,,0,1,6326,250,-250,0,0,1.09,,,0,0,1.13,0.56,-0.56,0,0
1559,Kepler-386,Transit,2,12.31043,0.000218,-0.000218,0,0.096,,,0,,,,,,,,,,,,,0.124,0.073,-0.073,0,,,,,,,,,0,1,5178,200,-200,0,0,0.74,,,0,0,0.77,0.43,-0.43,0,0
1560,Kepler-386,Transit,2,25.193458,0.000342,-0.000342,0,0.155,,,0,,,,,,,,,,,,,0.141,0.079,-0.079,0,,,,,,,,,0,1,5178,200,-200,0,0,0.74,,,0,0,0.77,0.43,-0.43,0,0
1561,Kepler-387,Transit,2,6.791636,0.000094,-0.000094,0,0.068,,,0,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,,,,,0,1,5774,154,-154,0,0,1.03,,,0,0,1.05,0.24,-0.24,0,0
1562,Kepler-387,Transit,2,11.837549,0.000329,-0.000329,0,0.098,,,0,,,,,,,,,,,,,0.079,0.02,-0.02,0,,,,,,,,,0,1,5774,154,-154,0,0,1.03,,,0,0,1.05,0.24,-0.24,0,0
1563,Kepler-388,Transit,2,3.173315,0.000018,-0.000018,0,0.036,,,0,,,,,,,,,,,,,0.072,0.009,-0.009,0,,,,,,,,,0,1,4498,200,-200,0,0,0.59,,,0,0,0.59,0.07,-0.07,0,0
1564,Kepler-388,Transit,2,13.297004,0.000185,-0.000185,0,0.093,,,0,,,,,,,,,,,,,0.077,0.01,-0.01,0,,,,,,,,,0,1,4498,200,-200,0,0,0.59,,,0,0,0.59,0.07,-0.07,0,0
1565,Kepler-389,Transit,2,3.244107,0.00003,-0.00003,0,0.041,,,0,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,,,,,0,1,5376,250,-250,0,0,0.78,,,0,0,0.79,0.4,-0.4,0,0
1566,Kepler-389,Transit,2,14.51143,0.000305,-0.000305,0,0.11,,,0,,,,,,,,,,,,,0.13,0.067,-0.067,0,,,,,,,,,0,1,5376,250,-250,0,0,0.78,,,0,0,0.79,0.4,-0.4,0,0
1567,Kepler-390,Transit,2,6.738088,0.000067,-0.000067,0,0.065,,,0,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,,,,,0,1,5166,100,-100,0,0,0.67,,,0,0,0.78,0.05,-0.05,0,0
1568,Kepler-390,Transit,2,13.060022,0.000257,-0.000257,0,0.101,,,0,,,,,,,,,,,,,0.07,0.007,-0.007,0,,,,,,,,,0,1,5166,100,-100,0,0,0.67,,,0,0,0.78,0.05,-0.05,0,0
1569,Kepler-391,Transit,2,7.416755,0.000129,-0.000129,0,0.082,,,0,,,,,,,,,,,,,0.285,0.07,-0.07,0,,,,,,,,,0,1,4940,100,-100,0,0,1.22,,,0,0,3.57,0.85,-0.85,0,0
1570,Kepler-391,Transit,2,20.485435,0.000393,-0.000393,0,0.161,,,0,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,,,,,0,1,4940,100,-100,0,0,1.22,,,0,0,3.57,0.85,-0.85,0,0
1571,Kepler-392,Transit,2,5.341853,0.000055,-0.000055,0,0.059,,,0,,,,,,,,,,,,,0.089,0.019,-0.019,0,,,,,,,,,0,1,5938,226,-226,0,0,1.13,,,0,0,1.13,0.23,-0.23,0,0
1572,Kepler-392,Transit,2,10.423118,0.000087,-0.000087,0,0.093,,,0,,,,,,,,,,,,,0.098,0.021,-0.021,0,,,,,,,,,0,1,5938,226,-226,0,0,1.13,,,0,0,1.13,0.23,-0.23,0,0
1573,Kepler-393,Transit,2,9.182417,0.000096,-0.000096,0,0.091,,,0,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,,,,,0,1,6189,100,-100,0,0,1.32,,,0,0,1.38,0.26,-0.26,0,0
1574,Kepler-393,Transit,2,14.613612,0.000231,-0.000231,0,0.124,,,0,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,,,,,0,1,6189,100,-100,0,0,1.32,,,0,0,1.38,0.26,-0.26,0,0
1575,Kepler-394,Transit,2,8.005013,0.00009,-0.00009,0,0.083,,,0,,,,,,,,,,,,,0.143,0.073,-0.073,0,,,,,,,,,0,1,6402,200,-200,0,0,1.11,,,0,0,1.13,0.58,-0.58,0,0
1576,Kepler-394,Transit,2,12.130686,0.00018,-0.00018,0,0.11,,,0,,,,,,,,,,,,,0.148,0.077,-0.077,0,,,,,,,,,0,1,6402,200,-200,0,0,1.11,,,0,0,1.13,0.58,-0.58,0,0
1577,Kepler-395,Transit,2,7.054346,0.00007,-0.00007,0,0.061,,,0,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,,,,,0,1,4262,100,-100,0,0,0.53,,,0,0,0.56,0.02,-0.02,0,0
1578,Kepler-395,Transit,2,34.989262,0.000543,-0.000543,0,0.177,,,0,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,,,,,0,1,4262,100,-100,0,0,0.53,,,0,0,0.56,0.02,-0.02,0,0
1579,Kepler-396,Transit,2,42.994,,,0,,,,,,,,,0.238,0.037,-0.018,0,,,,,0.312,0.114,-0.058,0,,,,,,,,,1,1,5384,,,0,0,0.85,0.13,-0.06,0,0,1.06,0.39,-0.2,0,0
1580,Kepler-396,Transit,2,88.505,,,0,,,,,,,,,0.056,0.009,-0.004,0,,,,,0.473,0.174,-0.088,0,,,,,,,,,1,1,5384,,,0,0,0.85,0.13,-0.06,0,0,1.06,0.39,-0.2,0,0
1581,Kepler-397,Transit,2,22.250949,0.000186,-0.000186,0,0.144,,,0,,,,,,,,,,,,,0.219,1.902,-1.902,0,,,,,,,,,0,1,5307,100,-100,0,0,,,,,,0.77,0.07,-0.07,0,0
1582,Kepler-397,Transit,2,135.498527,0.000668,-0.000668,0,0.48,,,0,,,,,,,,,,,,,0.551,0.05,-0.05,0,,,,,,,,,0,1,5307,100,-100,0,0,,,,,,0.77,0.07,-0.07,0,0
1583,Kepler-398,Transit,2,4.081423,0.000011,-0.000011,0,0.044,,,0,,,,,,,,,,,,,0.083,0.009,-0.009,0,,,,,,,,,0,1,4493,100,-100,0,0,,,,,,0.61,0.03,-0.03,0,0
1584,Kepler-398,Transit,2,11.419412,0.000047,-0.000047,0,0.087,,,0,,,,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,0,1,4493,100,-100,0,0,,,,,,0.61,0.03,-0.03,0,0
1585,Kepler-399,Transit,3,14.425281,0.000144,-0.000144,0,0.103,,,0,,,,,,,,,,,,,0.086,0.045,-0.045,0,,,,,,,,,0,1,5502,200,-200,0,0,,,,,,0.68,0.36,-0.36,0,0
1586,Kepler-399,Transit,3,26.67569,0.000171,-0.000171,0,0.155,,,0,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,,,,,0,1,5502,200,-200,0,0,,,,,,0.68,0.36,-0.36,0,0
1587,Kepler-399,Transit,3,58.034616,0.000363,-0.000363,0,0.261,,,0,,,,,,,,,,,,,0.169,0.09,-0.09,0,,,,,,,,,0,1,5502,200,-200,0,0,,,,,,0.68,0.36,-0.36,0,0
1588,Kepler-400,Transit,2,9.024389,0.000034,-0.000034,0,0.087,,,0,,,,,,,,,,,,,0.147,0.027,-0.027,0,,,,,,,,,0,1,5886,100,-100,0,0,,,,,,1.15,0.21,-0.21,0,0
1589,Kepler-400,Transit,2,17.340824,0.0001,-0.0001,0,0.134,,,0,,,,,,,,,,,,,0.133,0.025,-0.025,0,,,,,,,,,0,1,5886,100,-100,0,0,,,,,,1.15,0.21,-0.21,0,0
1590,Kepler-401,Transit,2,14.383035,0.000211,-0.000211,0,0.122,,,0,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,,,,,0,1,6117,100,-100,0,0,,,,,,1.33,0.24,-0.24,0,0
1591,Kepler-401,Transit,2,47.318218,0.000695,-0.000695,0,0.269,,,0,,,,,,,,,,,,,0.192,0.036,-0.036,0,,,,,,,,,0,1,6117,100,-100,0,0,,,,,,1.33,0.24,-0.24,0,0
1592,Kepler-402,Transit,4,4.028751,0.000019,-0.000019,0,0.051,,,0,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,,,,,0,1,6090,120,-120,0,0,,,,,,1.26,0.24,-0.24,0,0
1593,Kepler-402,Transit,4,6.124821,0.000026,-0.000026,0,0.068,,,0,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,,,,,0,1,6090,120,-120,0,0,,,,,,1.26,0.24,-0.24,0,0
1594,Kepler-402,Transit,4,8.921099,0.000056,-0.000056,0,0.087,,,0,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,,,,,0,1,6090,120,-120,0,0,,,,,,1.26,0.24,-0.24,0,0
1595,Kepler-402,Transit,4,11.242861,0.000059,-0.000059,0,0.102,,,0,,,,,,,,,,,,,0.13,0.026,-0.026,0,,,,,,,,,0,1,6090,120,-120,0,0,,,,,,1.26,0.24,-0.24,0,0
1596,Kepler-403,Transit,2,7.031462,0.000051,-0.000051,0,0.076,,,0,,,,,,,,,,,,,0.112,0.02,-0.02,0,,,,,,,,,0,1,6090,100,-100,0,0,,,,,,1.33,0.24,-0.24,0,0
1597,Kepler-403,Transit,2,54.280749,0.000562,-0.000562,0,0.297,,,0,,,,,,,,,,,,,0.156,0.029,-0.029,0,,,,,,,,,0,1,6090,100,-100,0,0,,,,,,1.33,0.24,-0.24,0,0
1598,Kepler-404,Transit,2,11.829851,0.000209,-0.000209,0,0.102,,,0,,,,,,,,,,,,,0.113,0.049,-0.049,0,,,,,,,,,0,1,5654,200,-200,0,0,,,,,,0.88,0.33,-0.33,0,0
1599,Kepler-404,Transit,2,14.751166,0.000261,-0.000261,0,0.118,,,0,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,,,,,0,1,5654,200,-200,0,0,,,,,,0.88,0.33,-0.33,0,0
1600,Kepler-405,Transit,2,10.613839,0.000111,-0.000111,0,0.095,,,0,,,,,,,,,,,,,0.186,0.088,-0.088,0,,,,,,,,,0,1,5818,250,-250,0,0,,,,,,0.89,0.42,-0.42,0,0
1601,Kepler-405,Transit,2,29.726682,0.011477,-0.011477,0,0.188,,,0,,,,,,,,,,,,,0.416,2.378,-2.378,0,,,,,,,,,0,1,5818,250,-250,0,0,,,,,,0.89,0.42,-0.42,0,0
1602,Kepler-406,Transit,2,2.42629,,,0,,,,,,,,,0.02,0.004,-0.004,0,,,,,0.128,0.003,-0.003,0,11.82,2.7,-2.7,0,,,,,0,1,5538,75,-75,0,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0
1603,Kepler-406,Transit,2,4.62332,,,0,,,,,,,,,0.009,0.006,-0.006,0,,,,,0.076,0.003,-0.003,0,24.39,16.13,-16.13,0,,,,,0,1,5538,75,-75,0,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0
1604,Kepler-407,Transit,2,0.66931,,,0,,,,,,,,,0.0002,0.0038,-0.0038,0,,,,,0.095,0.002,-0.002,0,0.29,5.7,-5.7,0,,,,,0,1,5476,75,-75,0,0,1,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0
1605,Kepler-407,Radial Velocity,2,3000,500,-500,0,,,,,,,,,12.6,6.3,-6.3,0,,,,,,,,,,,,,,,,,0,1,5476,75,-75,0,0,1,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0
1606,Kepler-408,Transit,1,2.46502,,,0,,,,,,,,,0.002,0.01,-0.01,0,,,,,0.073,0.003,-0.003,0,4.42,29.82,-29.82,0,,,,,0,1,6104,74,-74,0,0,1.08,0.07,-0.07,0,0,1.23,0.03,-0.03,0,0
1607,Kepler-409,Transit,1,68.9584,,,0,,,,,,,,,0.008,0.02,-0.02,0,,,,,0.106,0.003,-0.003,0,8.88,20.6,-20.6,0,,,,,0,1,5460,75,-75,0,0,0.92,0.06,-0.06,0,0,0.89,0.02,-0.02,0,0
1608,Kepler-410 A,Transit,1,17.833648,0.000054,-0.000054,0,0.1226,0.0047,-0.0047,0,0.17,0.1,-0.05,0,,,,,,,,,0.253,0.005,-0.005,0,,,,,87.72,0.13,-0.15,0,0,1,6273,140,-140,0,0,1.21,0.03,-0.03,0,0,1.35,0.01,-0.01,0,0
1609,Kepler-411,Transit,1,3.00516,0.00001,-0.00001,0,0.038,0.001,-0.001,0,0,0.35,0,0,,,,,,,,,0.168,0.018,-0.018,0,,,,,88.27,1.73,-1.83,0,0,1,4974,46,-51,0,0,0.83,0.04,-0.1,0,0,0.79,0.07,-0.06,0,0
1610,Kepler-412,Transit,1,1.72086123,0.00000005,-0.00000005,0,0.02959,0.00078,-0.00078,0,0.0038,0.0087,-0.0032,0,0.939,0.085,-0.085,0,,,,,1.325,0.043,-0.043,0,0.501,0.051,-0.051,0,80.89,0.2,-0.2,0,0,1,5750,90,-90,0,0,1.17,0.09,-0.09,0,0,1.29,0.04,-0.04,0,0
1611,KOI-7522,Transit,1,66.262,0.024,-0.021,0,0.3553,0.002,-0.0018,0,0.1181,0.0018,-0.0017,0,0.211,0.069,-0.066,0,,,,,0.388,0.009,-0.009,0,3.2,1,-1,0,89.929,0.024,-0.016,0,0,1,4700,,,0,0,0.82,0.01,-0.01,0,0,0.78,0.01,-0.01,0,0
1612,Kepler-414,Transit Timing Variations,2,4.7,,,0,,,,,,,,,0.011,0.011,-0.009,0,,,,,0.153,0.028,-0.012,0,,,,,,,,,1,1,,,,,0,0.89,,,0,0,0.95,,,0,0
1613,Kepler-414,Transit Timing Variations,2,7.171,,,0,,,,,,,,,0.094,0.039,-0.033,0,,,,,0.269,0.048,-0.022,0,,,,,,,,,1,1,,,,,0,0.89,,,0,0,0.95,,,0,0
1614,Kepler-415,Transit Timing Variations,2,4.176,,,0,,,,,,,,,0.377,0.321,-0.275,0,,,,,0.108,0.012,-0.009,0,,,,,,,,,1,1,,,,,0,0.67,,,0,0,0.64,,,0,0
1615,Kepler-415,Transit Timing Variations,2,8.708,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,0.67,,,0,0,0.64,,,0,0
1616,Kepler-416,Transit Timing Variations,2,6.319,,,0,,,,,,,,,0.183,0.168,-0.124,0,,,,,0.221,0.088,-0.029,0,,,,,,,,,1,1,,,,,0,1,,,0,0,1.07,,,0,0
1617,Kepler-416,Transit Timing Variations,2,12.209,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,1,,,0,0,1.07,,,0,0
1618,Kepler-417,Transit Timing Variations,2,12.331,,,0,,,,,,,,,0.035,0.029,-0.025,0,,,,,0.206,0.077,-0.015,0,,,,,,,,,1,1,,,,,0,0.9,,,0,0,0.81,,,0,0
1619,Kepler-417,Transit Timing Variations,2,15.943,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,0.9,,,0,0,0.81,,,0,0
1620,Kepler-418,Transit,1,86.67856,0.00007,-0.00007,0,,,,,0.2,0.11,-0.11,0,1.1,,,1,,,,,1.2,0.16,-0.16,0,,,,,89.952,0.041,-0.041,0,0,1,5820,100,-100,0,0,0.98,0.08,-0.08,0,0,1.09,0.14,-0.14,0,0
1621,Kepler-419,Transit,2,69.7546,0.0007,-0.0009,0,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,2.5,0.3,-0.3,0,,,,,0.96,0.12,-0.12,0,,,,,88.95,0.14,-0.17,0,1,1,6430,79,-79,0,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0
1622,Kepler-419,Transit Timing Variations,2,675.47,0.11,-0.11,0,1.68,0.03,-0.03,0,0.184,0.002,-0.002,0,7.3,0.4,-0.4,0,,,,,,,,,,,,,88,3,-2,0,0,1,6430,79,-79,0,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0
1623,Kepler-420,Transit,1,86.647661,0.000034,-0.000034,0,0.382,0.006,-0.006,0,0.772,0.045,-0.045,0,1.45,0.35,-0.35,0,,,,,0.94,0.12,-0.12,0,2.1,1.2,-1.2,0,89.66,0.24,-0.38,0,0,1,5520,80,-80,0,0,0.99,0.05,-0.05,0,0,1.13,0.14,-0.14,0,0
1624,Kepler-421,Transit,1,704.1984,0.0016,-0.0016,0,1.219,0.089,-0.089,0,0.041,0.095,-0.034,0,,,,,,,,,0.371,0.017,-0.014,0,,,,,89.965,0.024,-0.031,0,0,1,5308,50,-50,0,0,0.79,0.03,-0.03,0,0,0.76,0.03,-0.03,0,0
1625,Kepler-422,Transit,1,7.8914483,0.0000005,-0.00000051,0,0.082,0.011,-0.01,0,,,,,0.43,0.13,-0.13,0,,,,,1.15,0.11,-0.11,0,0.38,0.11,-0.11,0,,,,,0,1,5972,84,-84,0,0,1.15,0.06,-0.06,0,0,1.24,0.12,-0.12,0,0
1626,Kepler-423,Transit,1,2.6843285,0.00000007,-0.00000007,0,0.03585,0.00052,-0.00114,0,0.019,0.028,-0.014,0,0.595,0.081,-0.081,0,,,,,1.192,0.052,-0.052,0,0.459,0.083,-0.083,0,87.828,0.126,-0.126,0,0,1,5560,80,-80,0,0,0.85,0.04,-0.04,0,0,0.95,0.04,-0.04,0,0
1627,Kepler-424,Transit,2,3.3118644,0.00000039,-0.00000039,0,0.044,0.005,-0.004,0,,,,,1.03,0.13,-0.13,0,,,,,0.89,0.08,-0.06,0,1.94,0.25,-0.25,0,,,,,0,1,5460,81,-81,0,0,1.01,0.05,-0.05,0,0,0.94,0.06,-0.06,0,0
1628,Kepler-424,Radial Velocity,2,223.3,2.1,-2.1,0,0.73,0.08,-0.07,0,,,,,,,,,6.97,0.62,-0.62,0,,,,,,,,,,,,,0,1,5460,81,-81,0,0,1.01,0.05,-0.05,0,0,0.94,0.06,-0.06,0,0
1629,Kepler-425,Transit,1,3.79701816,0.00000019,-0.00000019,0,0.0464,0.0008,-0.0008,0,0.33,,,1,0.25,0.08,-0.08,0,,,,,0.978,0.022,-0.022,0,0.27,0.07,-0.07,0,87.02,0.08,-0.08,0,0,1,5170,70,-70,0,0,0.93,0.05,-0.05,0,0,0.86,0.02,-0.02,0,0
1630,Kepler-426,Transit,1,3.21751883,0.00000019,-0.00000019,0,0.0414,0.001,-0.001,0,0.18,,,1,0.34,0.08,-0.08,0,,,,,1.09,0.03,-0.03,0,0.26,0.06,-0.06,0,85.74,0.06,-0.06,0,0,1,5725,90,-90,0,0,0.91,0.06,-0.06,0,0,0.92,0.02,-0.02,0,0
1631,Kepler-427,Transit,1,10.290994,0.0000011,-0.0000011,0,0.091,0.01,-0.01,0,0.57,,,1,0.29,0.09,-0.09,0,,,,,1.23,0.21,-0.21,0,0.16,0.14,-0.14,0,89.5,0.45,-0.45,0,0,1,5800,70,-70,0,0,0.96,0.06,-0.06,0,0,1.35,0.2,-0.2,0,0
1632,Kepler-428,Transit,1,3.52563254,0.00000015,-0.00000015,0,0.0433,0.0009,-0.0009,0,0.22,,,1,1.27,0.19,-0.19,0,,,,,1.08,0.03,-0.03,0,1.02,0.15,-0.15,0,89.36,0.43,-0.43,0,0,1,5150,100,-100,0,0,0.87,0.05,-0.05,0,0,0.8,0.02,-0.02,0,0
1633,KIC 10001893,Orbital Brightness Modulation,3,0.2197,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,27500,200,-500,0,0,,,,,0,,,,,0
1634,KIC 10001893,Orbital Brightness Modulation,3,0.32528,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,27500,200,-500,0,0,,,,,0,,,,,0
1635,KIC 10001893,Orbital Brightness Modulation,3,0.81161,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,27500,200,-500,0,0,,,,,0,,,,,0
1636,Kepler-430,Transit,2,35.968,,,0,0.2244,,,0,,,,,,,,,,,,,0.29,,,0,,,,,,,,,0,1,5884,75,-75,0,0,1.17,0.13,-0.1,0,0,1.49,0.27,-0.23,0,0
1637,Kepler-430,Transit,2,110.979,,,0,0.4757,,,0,,,,,,,,,,,,,0.16,,,0,,,,,,,,,0,1,5884,75,-75,0,0,1.17,0.13,-0.1,0,0,1.49,0.27,-0.23,0,0
1638,Kepler-431,Transit,3,6.803,,,0,0.0719,,,0,,,,,,,,,,,,,0.068,,,0,,,,,,,,,0,1,6004,75,-75,0,0,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0
1639,Kepler-431,Transit,3,8.703,,,0,0.0847,,,0,,,,,,,,,,,,,0.06,,,0,,,,,,,,,0,1,6004,75,-75,0,0,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0
1640,Kepler-431,Transit,3,11.922,,,0,0.1045,,,0,,,,,,,,,,,,,0.1,,,0,,,,,,,,,0,1,6004,75,-75,0,0,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0
1641,Kepler-432,Transit,2,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,5.41,0.32,-0.18,0,,,,,1.145,0.036,-0.039,0,4.46,0.37,-0.29,0,88.17,0.61,-0.33,0,0,0,4995,78,-78,0,0,1.32,0.1,-0.07,0,0,4.06,0.12,-0.08,0,0
1642,Kepler-432,Radial Velocity,2,406.2,3.9,-2.5,0,,,,,0.498,0.029,-0.059,0,,,,,2.43,0.22,-0.24,0,,,,,,,,,,,,,0,0,4995,78,-78,0,0,1.32,0.1,-0.07,0,0,4.06,0.12,-0.08,0,0
1643,Kepler-433,Transit,1,5.33408384,0.0000011,-0.0000011,0,0.0679,0.0027,-0.0027,0,0.119,0.079,-0.079,0,2.82,0.52,-0.52,0,,,,,1.45,0.16,-0.16,0,1.13,0.32,-0.32,0,89.21,0.52,-0.9,0,0,1,6360,140,-140,0,0,1.46,0.17,-0.17,0,0,2.26,0.25,-0.25,0,0
