rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
872,Kepler-104,Transit,3,11.427548,0.000015,-0.000015,0,0.094,,,0,,,,,,,,,,,,,0.277,0.047,-0.047,0,,,,,,,,,0,1,5711,74,-74,0,0,0.81,,,0,0,1.35,0.22,-0.22,0,0
873,Kepler-104,Transit,3,23.668205,0.000056,-0.000056,0,0.153,,,0,,,,,,,,,,,,,0.279,0.049,-0.049,0,,,,,,,,,0,1,5711,74,-74,0,0,0.81,,,0,0,1.35,0.22,-0.22,0,0
874,Kepler-104,Transit,3,51.755394,0.00016,-0.00016,0,0.257,,,0,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,,,,,0,1,5711,74,-74,0,0,0.81,,,0,0,1.35,0.22,-0.22,0,0
875,Kepler-105,Transit,2,5.4122,0.00002,-0.00002,0,0.066,0.003,-0.003,0,0.47,0.05,-0.47,0,,,,,,,,,0.429,0.136,-0.136,0,,,,,85.94,1.87,-3.88,0,0,1,5873,100,-100,0,0,1.28,0.12,-0.19,0,0,1.16,0.24,-0.24,0,0
876,Kepler-105,Transit,2,7.125939,0.000017,-0.000017,0,0.072,,,0,,,,,,,,,,,,,0.144,0.03,-0.03,0,,,,,,,,,0,1,5873,100,-100,0,0,1.28,0.12,-0.19,0,0,1.16,0.24,-0.24,0,0
877,Kepler-106,Transit,4,6.16486,,,0,,,,,,,,,0.0005,0.0088,-0.0088,0,,,,,0.073,0.01,-0.01,0,1.26,26.26,-26.26,0,,,,,0,1,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0
878,Kepler-106,Transit,4,13.5708,,,0,,,,,,,,,0.033,0.01,-0.01,0,,,,,0.223,0.029,-0.029,0,3.28,1.56,-1.56,0,,,,,0,1,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0
879,Kepler-106,Transit,4,23.9802,,,0,,,,,,,,,0.025,,,1,,,,,0.085,0.012,-0.012,0,,,,,,,,,0,1,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0
880,Kepler-106,Transit,4,43.8445,,,0,,,,,,,,,0.035,0.018,-0.018,0,,,,,0.228,0.029,-0.029,0,3.1,2.07,-2.07,0,,,,,0,1,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0
881,Kepler-107,Transit,4,3.179997,0.000011,-0.000011,0,0.044,,,0,,,,,,,,,,,,,0.139,0.005,-0.005,0,,,,,,,,,0,1,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0
882,Kepler-107,Transit,4,4.901425,0.000016,-0.000016,0,0.059,,,0,,,,,,,,,,,,,0.161,0.016,-0.016,0,,,,,,,,,0,1,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0
883,Kepler-107,Transit,4,7.958203,0.000104,-0.000104,0,0.082,,,0,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,,,,,0,1,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0
884,Kepler-107,Transit,4,14.749049,0.000034,-0.000034,0,0.123,,,0,,,,,,,,,,,,,0.308,0.022,-0.022,0,,,,,,,,,0,1,5851,75,-75,0,0,,,,,,1.41,0.05,-0.05,0,0
885,Kepler-108,Transit,2,49.183921,0.000054,-0.000054,0,0.292,,,0,,,,,,,,,,,,,0.772,0.043,-0.043,0,,,,,,,,,0,1,5854,92,-92,0,0,0.87,,,0,0,2.19,0.12,-0.12,0,0
886,Kepler-108,Transit,2,190.323494,0.000988,-0.000988,0,0.721,,,0,,,,,,,,,,,,,0.73,0.045,-0.045,0,,,,,,,,,0,1,5854,92,-92,0,0,0.87,,,0,0,2.19,0.12,-0.12,0,0
887,Kepler-109,Transit,2,6.48163,,,0,,,,,,,,,0.004,0.017,-0.017,0,,,,,0.211,0.006,-0.006,0,0.3,2.2,-2.2,0,,,,,0,1,5952,75,-75,0,0,1.04,0.06,-0.06,0,0,1.32,0.04,-0.04,0,0
888,Kepler-109,Transit,2,21.2227,,,0,,,,,,,,,0.007,0.025,-0.025,0,,,,,0.225,0.006,-0.006,0,0.65,2.3,-2.3,0,,,,,0,1,5952,75,-75,0,0,1.04,0.06,-0.06,0,0,1.32,0.04,-0.04,0,0
889,Kepler-110,Transit,2,12.691112,0.000036,-0.000036,0,0.107,,,0,,,,,,,,,,,,,0.163,0.032,-0.032,0,,,,,,,,,0,1,5960,153,-153,0,0,,,,,,1.15,0.23,-0.23,0,0
890,Kepler-110,Transit,2,31.719775,0.000104,-0.000104,0,0.198,,,0,,,,,,,,,,,,,0.197,0.039,-0.039,0,,,,,,,,,0,1,5960,153,-153,0,0,,,,,,1.15,0.23,-0.23,0,0
891,Kepler-111,Transit,2,3.341815,0.000006,-0.000006,0,0.046,,,0,,,,,,,,,,,,,0.141,0.018,-0.018,0,,,,,,,,,1,1,5952,74,-74,0,0,,,,,,1.16,0.14,-0.14,0,0
892,Kepler-111,Transit,2,224.784608,0.000411,-0.000411,0,0.761,,,0,,,,,,,,,,,,,0.651,0.081,-0.081,0,,,,,,,,,1,1,5952,74,-74,0,0,,,,,,1.16,0.14,-0.14,0,0
893,Kepler-112,Transit,2,8.408878,0.00001,-0.00001,0,0.076,,,0,,,,,,,,,,,,,0.211,0.051,-0.051,0,,,,,,,,,0,1,5544,148,-148,0,0,,,,,,0.84,0.2,-0.2,0,0
894,Kepler-112,Transit,2,28.574263,0.00006,-0.00006,0,0.172,,,0,,,,,,,,,,,,,0.214,0.052,-0.052,0,,,,,,,,,0,1,5544,148,-148,0,0,,,,,,0.84,0.2,-0.2,0,0
895,Kepler-113,Transit,2,4.754,,,0,,,,,,,,,0.037,0.013,-0.013,0,,,,,0.162,0.004,-0.004,0,10.73,3.9,-3.9,0,,,,,0,1,4725,74,-74,0,0,0.75,0.06,-0.06,0,0,0.69,0.02,-0.02,0,0
896,Kepler-113,Transit,2,8.92507,,,0,,,,,,,,,0.027,,,1,,,,,0.194,0.005,-0.005,0,,,,,,,,,0,1,4725,74,-74,0,0,0.75,0.06,-0.06,0,0,0.69,0.02,-0.02,0,0
897,Kepler-114,Transit,3,5.188549,0.000012,-0.000012,0,0.053,,,0,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,,,,,0,1,4605,100,-100,0,0,0.56,0.06,-0.06,0,0,0.67,0.04,-0.04,0,0
898,Kepler-114,Transit,3,8.041,,,0,,,,,,,,,0.009,0.002,-0.002,0,,,,,0.143,0.016,-0.016,0,,,,,,,,,1,1,4605,100,-100,0,0,0.56,0.06,-0.06,0,0,0.67,0.04,-0.04,0,0
899,Kepler-114,Transit,3,11.776,,,0,,,,,,,,,0.012,0.005,-0.005,0,,,,,0.226,0.025,-0.025,0,,,,,,,,,1,1,4605,100,-100,0,0,0.56,0.06,-0.06,0,0,0.67,0.04,-0.04,0,0
900,Kepler-115,Transit,2,2.403679,0.000012,-0.000012,0,0.036,,,0,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,,,,,0,1,5979,132,-132,0,0,1,,,0,0,1.21,0.23,-0.23,0,0
901,Kepler-115,Transit,2,8.990889,0.000021,-0.000021,0,0.087,,,0,,,,,,,,,,,,,0.232,0.045,-0.045,0,,,,,,,,,0,1,5979,132,-132,0,0,1,,,0,0,1.21,0.23,-0.23,0,0
902,Kepler-116,Transit,2,5.968734,0.000009,-0.000009,0,0.069,,,0,,,,,,,,,,,,,0.305,0.058,-0.058,0,,,,,,,,,0,1,6142,100,-100,0,0,1.16,,,0,0,1.45,0.27,-0.27,0,0
903,Kepler-116,Transit,2,13.07163,0.000056,-0.000056,0,0.116,,,0,,,,,,,,,,,,,0.205,0.039,-0.039,0,,,,,,,,,0,1,6142,100,-100,0,0,1.16,,,0,0,1.45,0.27,-0.27,0,0
904,Kepler-117,Transit,2,18.7959228,0.0000075,-0.0000075,0,0.1445,0.0047,-0.0014,0,0.0493,0.0062,-0.0062,0,0.094,0.033,-0.033,0,,,,,0.719,0.024,-0.024,0,0.3,0.11,-0.11,0,88.74,0.12,-0.12,0,0,1,6150,110,-110,0,0,1.13,0.13,-0.02,0,0,1.61,0.05,-0.05,0,0
905,Kepler-117,Transit,2,50.790391,0.000014,-0.000014,0,0.2804,0.0092,-0.0028,0,0.0323,0.0033,-0.0033,0,1.84,0.18,-0.18,0,,,,,1.101,0.035,-0.035,0,1.74,0.18,-0.18,,89.64,0.1,-0.1,0,0,1,6150,110,-110,0,0,1.13,0.13,-0.02,0,0,1.61,0.05,-0.05,0,0
906,Kepler-118,Transit,2,7.518496,0.000056,-0.000056,0,0.073,,,0,,,,,,,,,,,,,0.175,0.084,-0.084,0,,,,,,,,,0,1,5274,200,-200,0,0,0.86,,,0,0,1.09,0.49,-0.49,0,0
907,Kepler-118,Transit,2,20.17202,0.000013,-0.000013,0,0.141,,,0,,,,,,,,,,,,,0.685,0.306,-0.306,0,,,,,,,,,0,1,5274,200,-200,0,0,0.86,,,0,0,1.09,0.49,-0.49,0,0
908,Kepler-119,Transit,2,2.422082,0.000001,-0.000001,0,0.035,,,0,,,,,,,,,,,,,0.321,0.122,-0.122,0,,,,,,,,,0,1,5595,200,-200,0,0,,,,,,0.84,0.32,-0.32,0,0
909,Kepler-119,Transit,2,4.125103,0.000028,-0.000028,0,0.049,,,0,,,,,,,,,,,,,0.082,0.031,-0.031,0,,,,,,,,,0,1,5595,200,-200,0,0,,,,,,0.84,0.32,-0.32,0,0
910,Kepler-120,Transit,2,6.312501,0.000008,-0.000008,0,0.055,,,0,,,,,,,,,,,,,0.192,0.015,-0.015,0,,,,,,,,,0,1,4096,150,-150,0,0,,,,,,0.53,0.03,-0.03,0,0
911,Kepler-120,Transit,2,12.794585,0.000044,-0.000044,0,0.088,,,0,,,,,,,,,,,,,0.136,0.008,-0.008,0,,,,,,,,,0,1,4096,150,-150,0,0,,,,,,0.53,0.03,-0.03,0,0
912,Kepler-121,Transit,2,3.177422,0.000003,-0.000003,0,0.039,,,0,,,,,,,,,,,,,0.209,0.113,-0.113,0,,,,,,,,,0,1,5311,200,-200,0,0,,,,,,0.7,0.38,-0.38,0,0
913,Kepler-121,Transit,2,41.008011,0.000191,-0.000191,0,0.216,,,0,,,,,,,,,,,,,0.203,0.112,-0.112,0,,,,,,,,,0,1,5311,200,-200,0,0,,,,,,0.7,0.38,-0.38,0,0
914,Kepler-122,Transit,5,5.766193,0.000016,-0.000016,0,0.064,,,0,,,,,,,,,,,,,0.209,0.041,-0.041,0,,,,,,,,,0,1,6050,137,-137,0,0,0.99,,,0,0,1.22,0.24,-0.24,0,0
915,Kepler-122,Transit,5,12.465988,0.000009,-0.000009,0,0.108,,,0,,,,,,,,,,,,,0.524,0.103,-0.103,0,,,,,,,,,0,1,6050,137,-137,0,0,0.99,,,0,0,1.22,0.24,-0.24,0,0
916,Kepler-122,Transit,5,21.587475,0.000164,-0.000164,0,0.155,,,0,,,,,,,,,,,,,0.196,0.039,-0.039,0,,,,,,,,,0,1,6050,137,-137,0,0,0.99,,,0,0,1.22,0.24,-0.24,0,0
917,Kepler-122,Transit,5,37.993273,0.00039,-0.00039,0,0.227,,,0,,,,,,,,,,,,,0.232,0.048,-0.048,0,,,,,,,,,1,1,6050,137,-137,0,0,0.99,,,0,0,1.22,0.24,-0.24,0,0
918,Kepler-122,Transit Timing Variations,5,56.268,,,0,,,,,,,,,0.113,0.061,-0.051,0,,,,,0.156,0.054,-0.014,0,,,,,,,,,1,1,6050,137,-137,0,0,0.99,,,0,0,1.22,0.24,-0.24,0,0
919,Kepler-123,Transit,2,17.232366,0.000056,-0.000056,0,0.135,,,0,,,,,,,,,,,,,0.262,0.051,-0.051,0,,,,,,,,,0,1,6089,121,-121,0,0,1.03,,,0,0,1.26,0.24,-0.24,0,0
920,Kepler-123,Transit,2,26.695074,0.000468,-0.000468,0,0.181,,,0,,,,,,,,,,,,,0.132,0.027,-0.027,0,,,,,,,,,0,1,6089,121,-121,0,0,1.03,,,0,0,1.26,0.24,-0.24,0,0
921,Kepler-124,Transit,3,3.410493,0.000021,-0.000021,0,0.039,,,0,,,,,,,,,,,,,0.065,0.004,-0.004,0,,,,,,,,,0,1,4984,100,-100,0,0,,,,,,0.64,0.03,-0.03,0,0
922,Kepler-124,Transit,3,13.821375,0.000037,-0.000037,0,0.1,,,0,,,,,,,,,,,,,0.156,0.008,-0.008,0,,,,,,,,,0,1,4984,100,-100,0,0,,,,,,0.64,0.03,-0.03,0,0
923,Kepler-124,Transit,3,30.950851,0.000361,-0.000361,0,0.17,,,0,,,,,,,,,,,,,0.099,0.006,-0.006,0,,,,,,,,,0,1,4984,100,-100,0,0,,,,,,0.64,0.03,-0.03,0,0
924,Kepler-125,Transit,2,4.164389,0.000003,-0.000003,0,0.041,,,0,,,,,,,,,,,,,0.211,0.009,-0.009,0,,,,,,,,,0,1,3810,150,-150,0,0,0.55,,,0,0,0.51,0.02,-0.02,0,0
925,Kepler-125,Transit,2,5.774464,0.000047,-0.000047,0,0.051,,,0,,,,,,,,,,,,,0.066,0.004,-0.004,0,,,,,,,,,0,1,3810,150,-150,0,0,0.55,,,0,0,0.51,0.02,-0.02,0,0
926,Kepler-126,Transit,3,10.495711,0.000028,-0.000028,0,0.099,,,0,,,,,,,,,,,,,0.136,0.009,-0.009,0,,,,,,,,,0,1,6239,94,-94,0,0,,,,,,1.36,0.02,-0.02,0,0
927,Kepler-126,Transit,3,21.869741,0.000082,-0.000082,0,0.162,,,0,,,,,,,,,,,,,0.141,0.012,-0.012,0,,,,,,,,,0,1,6239,94,-94,0,0,,,,,,1.36,0.02,-0.02,0,0
928,Kepler-126,Transit,3,100.283134,0.000255,-0.000255,0,0.448,,,0,,,,,,,,,,,,,0.223,0.004,-0.004,0,,,,,,,,,0,1,6239,94,-94,0,0,,,,,,1.36,0.02,-0.02,0,0
929,Kepler-127,Transit,3,14.435889,0.000063,-0.000063,0,0.125,,,0,,,,,,,,,,,,,0.125,0.004,-0.004,0,,,,,,,,,0,1,6106,106,-106,0,0,,,,,,1.36,0.04,-0.04,0,0
930,Kepler-127,Transit,3,29.393195,0.000073,-0.000073,0,0.2,,,0,,,,,,,,,,,,,0.237,0.012,-0.012,0,,,,,,,,,0,1,6106,106,-106,0,0,,,,,,1.36,0.04,-0.04,0,0
931,Kepler-127,Transit,3,48.630408,0.000128,-0.000128,0,0.28,,,0,,,,,,,,,,,,,0.236,0.012,-0.012,0,,,,,,,,,0,1,6106,106,-106,0,0,,,,,,1.36,0.04,-0.04,0,0
932,Kepler-128,Transit,2,15.09,,,0,,,,,,,,,0.097,0.019,-0.019,0,,,,,0.101,0.003,-0.003,0,,,,,,,,,1,1,6090,,,0,0,1.18,0.07,-0.07,0,0,1.66,0.04,-0.04,0,0
933,Kepler-128,Transit,2,22.804,,,0,,,,,,,,,0.105,0.01,-0.01,0,,,,,0.101,0.003,-0.003,0,,,,,,,,,1,1,6090,,,0,0,1.18,0.07,-0.07,0,0,1.66,0.04,-0.04,0,0
934,Kepler-129,Transit,2,15.79186,0.000068,-0.000068,0,0.131,,,0,,,,,,,,,,,,,0.211,0.019,-0.019,0,,,,,,,,,0,1,5770,83,-83,0,0,1.18,,,0,0,1.64,0.05,-0.05,0,0
935,Kepler-129,Transit,2,82.20017,0.00068,-0.00068,0,0.393,,,0,,,,,,,,,,,,,0.227,0.009,-0.009,0,,,,,,,,,0,1,5770,83,-83,0,0,1.18,,,0,0,1.64,0.05,-0.05,0,0
936,Kepler-130,Transit,3,8.457458,0.000039,-0.000039,0,0.079,,,0,,,,,,,,,,,,,0.091,0.004,-0.004,0,,,,,,,,,0,1,5884,75,-75,0,0,1,0.09,-0.1,0,0,1.13,0.03,-0.03,0,0
937,Kepler-130,Transit,3,27.50868,0.00006,-0.00007,0,0.178,0.005,-0.005,0,0,0.07,0,0,,,,,,,,,0.259,0.022,-0.022,0,,,,,89.34,0.66,-0.31,0,0,1,5884,75,-75,0,0,1,0.09,-0.1,0,0,1.13,0.03,-0.03,0,0
938,Kepler-130,Transit,3,87.517905,0.000744,-0.000744,0,0.377,,,0,,,,,,,,,,,,,0.146,0.014,-0.014,0,,,,,,,,,0,1,5884,75,-75,0,0,1,0.09,-0.1,0,0,1.13,0.03,-0.03,0,0
939,Kepler-131,Transit,2,16.092,,,0,,,,,,,,,0.051,0.011,-0.011,0,,,,,0.215,0.018,-0.018,0,6,1.98,-1.98,0,,,,,0,1,5685,74,-74,0,0,1.02,0.06,-0.06,0,0,1.03,0.1,-0.1,0,0
940,Kepler-131,Transit,2,25.5169,,,0,,,,,,,,,0.026,0.019,-0.019,0,,,,,0.075,0.006,-0.006,0,77.7,55,-55,0,,,,,0,1,5685,74,-74,0,0,1.02,0.06,-0.06,0,0,1.03,0.1,-0.1,0,0
941,Kepler-132,Transit,3,6.178196,0.000022,-0.000022,0,0.067,,,0,,,,,,,,,,,,,0.108,0.021,-0.021,0,,,,,,,,,0,1,6003,146,-146,0,0,,,,,,1.18,0.23,-0.23,0,0
942,Kepler-132,Transit,3,6.414914,0.000019,-0.000019,0,0.068,,,0,,,,,,,,,,,,,0.114,0.022,-0.022,0,,,,,,,,,0,1,6003,146,-146,0,0,,,,,,1.18,0.23,-0.23,0,0
943,Kepler-132,Transit,3,18.010199,0.000067,-0.000067,0,0.136,,,0,,,,,,,,,,,,,0.138,0.027,-0.027,0,,,,,,,,,0,1,6003,146,-146,0,0,,,,,,1.18,0.23,-0.23,0,0
944,Kepler-133,Transit,2,8.129976,0.000038,-0.000038,0,0.083,,,0,,,,,,,,,,,,,0.157,0.027,-0.027,0,,,,,,,,,0,1,5736,100,-100,0,0,,,,,,1.43,0.24,-0.24,0,0
945,Kepler-133,Transit,2,31.517586,0.000158,-0.000158,0,0.204,,,0,,,,,,,,,,,,,0.253,0.043,-0.043,0,,,,,,,,,0,1,5736,100,-100,0,0,,,,,,1.43,0.24,-0.24,0,0
946,Kepler-134,Transit,2,5.317429,0.000008,-0.000008,0,0.06,,,0,,,,,,,,,,,,,0.178,0.035,-0.035,0,,,,,,,,,0,1,5983,150,-150,0,0,,,,,,1.18,0.23,-0.23,0,0
947,Kepler-134,Transit,2,10.105785,0.000053,-0.000053,0,0.092,,,0,,,,,,,,,,,,,0.112,0.022,-0.022,0,,,,,,,,,0,1,5983,150,-150,0,0,,,,,,1.18,0.23,-0.23,0,0
948,Kepler-135,Transit,2,6.00253,0.000016,-0.000016,0,0.067,,,0,,,,,,,,,,,,,0.161,0.031,-0.031,0,,,,,,,,,0,1,6090,120,-120,0,0,,,,,,1.27,0.24,-0.24,0,0
949,Kepler-135,Transit,2,11.448708,0.000145,-0.000145,0,0.103,,,0,,,,,,,,,,,,,0.103,0.021,-0.021,0,,,,,,,,,0,1,6090,120,-120,0,0,,,,,,1.27,0.24,-0.24,0,0
950,Kepler-136,Transit,2,11.5789,0.00003,-0.00003,0,0.106,,,0,,,,,,,,,,,,,0.183,0.034,-0.034,0,,,,,,,,,0,1,6165,100,-100,0,0,1.2,,,0,0,1.35,0.25,-0.25,0,0
951,Kepler-136,Transit,2,16.399235,0.000051,-0.000051,0,0.133,,,0,,,,,,,,,,,,,0.178,0.033,-0.033,0,,,,,,,,,0,1,6165,100,-100,0,0,1.2,,,0,0,1.35,0.25,-0.25,0,0
952,Kepler-137,Transit,2,8.436387,0.000018,-0.000018,0,0.077,,,0,,,,,,,,,,,,,0.131,0.01,-0.01,0,,,,,,,,,0,1,5187,100,-100,0,0,,,,,,0.8,0.06,-0.06,0,0
953,Kepler-137,Transit,2,18.735753,0.000035,-0.000035,0,0.13,,,0,,,,,,,,,,,,,0.168,0.012,-0.012,0,,,,,,,,,0,1,5187,100,-100,0,0,,,,,,0.8,0.06,-0.06,0,0
954,Kepler-138,Transit,3,10.312364,0.000036,-0.000036,0,0.077,,,0,,,,,,,,,,,,,0.054,0.004,-0.004,0,,,,,,,,,1,1,4079,238,-238,0,0,0.57,0.05,-0.05,0,0,0.53,0.04,-0.04,0,0
955,Kepler-138,Transit,3,13.78164,0.00019,-0.00014,0,,,,,0.05,0.049,-0.025,0,0.012,0.005,-0.004,0,,,,,0.144,0.014,-0.013,0,5,3,-2,0,,,,,1,1,4079,238,-238,0,0,0.57,0.05,-0.05,0,0,0.53,0.04,-0.04,0,0
956,Kepler-138,Transit,3,23.08933,0.00071,-0.00071,0,,,,,0.024,0.03,-0.016,0,0.003,0.001,-0.001,0,,,,,0.144,0.014,-0.013,0,1.31,0.82,-0.54,0,,,,,1,1,4079,238,-238,0,0,0.57,0.05,-0.05,0,0,0.53,0.04,-0.04,0,0
957,Kepler-139,Transit,2,15.771044,0.000037,-0.000037,0,0.127,,,0,,,,,,,,,,,,,0.262,0.051,-0.051,0,,,,,,,,,0,1,5594,100,-100,0,0,1.08,,,0,0,1.3,0.25,-0.25,0,0
958,Kepler-139,Transit,2,157.072878,0.00172,-0.00172,0,0.586,,,0,,,,,,,,,,,,,0.302,0.062,-0.062,0,,,,,,,,,0,1,5594,100,-100,0,0,1.08,,,0,0,1.3,0.25,-0.25,0,0
959,Kepler-140,Transit,2,3.25427,0.000008,-0.000008,0,0.045,,,0,,,,,,,,,,,,,0.144,0.028,-0.028,0,,,,,,,,,0,1,6077,136,-136,0,0,,,,,,1.29,0.24,-0.24,0,0
960,Kepler-140,Transit,2,91.353282,0.00137,-0.00137,0,0.414,,,0,,,,,,,,,,,,,0.161,0.031,-0.031,0,,,,,,,,,0,1,6077,136,-136,0,0,,,,,,1.29,0.24,-0.24,0,0
961,Kepler-141,Transit,2,3.107675,0.000022,-0.000022,0,0.039,,,0,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,,,,,0,1,4910,100,-100,0,0,1,,,0,0,0.79,0.04,-0.04,0,0
962,Kepler-141,Transit,2,7.010606,0.00002,-0.00002,0,0.067,,,0,,,,,,,,,,,,,0.126,0.008,-0.008,0,,,,,,,,,0,1,4910,100,-100,0,0,1,,,0,0,0.79,0.04,-0.04,0,0
963,Kepler-142,Transit,3,2.024152,0.000003,-0.000003,0,0.032,,,0,,,,,,,,,,,,,0.178,0.035,-0.035,0,,,,,,,,,0,1,5790,100,-100,0,0,0.99,,,0,0,1.27,0.24,-0.24,0,0
964,Kepler-142,Transit,3,4.761702,0.000005,-0.000005,0,0.057,,,0,,,,,,,,,,,,,0.255,0.049,-0.049,0,,,,,,,,,0,1,5790,100,-100,0,0,0.99,,,0,0,1.27,0.24,-0.24,0,0
965,Kepler-142,Transit,3,41.809118,0.000562,-0.000562,0,0.242,,,0,,,,,,,,,,,,,0.193,0.042,-0.042,0,,,,,,,,,0,1,5790,100,-100,0,0,0.99,,,0,0,1.27,0.24,-0.24,0,0
966,Kepler-143,Transit,2,16.007583,0.000093,-0.000093,0,0.127,,,0,,,,,,,,,,,,,0.215,0.054,-0.054,0,,,,,,,,,0,1,5848,168,-168,0,0,,,,,,1.36,0.32,-0.32,0,0
967,Kepler-143,Transit,2,27.082511,0.000169,-0.000169,0,0.181,,,0,,,,,,,,,,,,,0.301,0.075,-0.075,0,,,,,,,,,0,1,5848,168,-168,0,0,,,,,,1.36,0.32,-0.32,0,0
968,Kepler-144,Transit,2,5.885273,0.00002,-0.00002,0,0.066,,,0,,,,,,,,,,,,,0.119,0.023,-0.023,0,,,,,,,,,0,1,6075,131,-131,0,0,1.03,,,0,0,1.24,0.24,-0.24,0,0
969,Kepler-144,Transit,2,10.104665,0.000043,-0.000043,0,0.094,,,0,,,,,,,,,,,,,0.12,0.023,-0.023,0,,,,,,,,,0,1,6075,131,-131,0,0,1.03,,,0,0,1.24,0.24,-0.24,0,0
970,Kepler-145,Transit,2,22.951,,,0,,,,,,,,,0.117,0.036,-0.036,0,,,,,0.236,0.007,-0.007,0,,,,,,,,,1,1,6022,,,0,0,1.32,0.1,-0.1,0,0,1.85,0.05,-0.05,0,0
971,Kepler-145,Transit,2,42.882,,,0,,,,,,,,,0.25,0.052,-0.052,0,,,,,0.385,0.011,-0.011,0,,,,,,,,,1,1,6022,,,0,0,1.32,0.1,-0.1,0,0,1.85,0.05,-0.05,0,0
972,Kepler-146,Transit,2,31.158799,0.000079,-0.000079,0,0.2,,,0,,,,,,,,,,,,,0.331,0.062,-0.062,0,,,,,,,,,0,1,5948,100,-100,0,0,,,,,,1.21,0.23,-0.23,0,0
973,Kepler-146,Transit,2,76.732171,0.000609,-0.000609,0,0.364,,,0,,,,,,,,,,,,,0.279,0.053,-0.053,0,,,,,,,,,0,1,5948,100,-100,0,0,,,,,,1.21,0.23,-0.23,0,0
974,Kepler-147,Transit,2,12.610584,0.000228,-0.000228,0,0.113,,,0,,,,,,,,,,,,,0.136,0.028,-0.028,0,,,,,,,,,0,1,6012,100,-100,0,0,1.01,,,0,0,1.47,0.29,-0.29,0,0
975,Kepler-147,Transit,2,33.416423,0.000416,-0.000416,0,0.216,,,0,,,,,,,,,,,,,0.217,0.044,-0.044,0,,,,,,,,,0,1,6012,100,-100,0,0,1.01,,,0,0,1.47,0.29,-0.29,0,0
976,Kepler-148,Transit,2,1.729366,0.000004,-0.000004,0,0.028,,,0,,,,,,,,,,,,,0.161,0.078,-0.078,0,,,,,,,,,0,1,5272,200,-200,0,0,,,,,,0.85,0.41,-0.41,0,0
977,Kepler-148,Transit,2,4.180043,0.000004,-0.000004,0,0.05,,,0,,,,,,,,,,,,,0.321,0.157,-0.157,0,,,,,,,,,0,1,5272,200,-200,0,0,,,,,,0.85,0.41,-0.41,0,0
978,Kepler-149,Transit,3,29.198943,0.000041,-0.000041,0,0.184,,,0,,,,,,,,,,,,,0.376,0.054,-0.054,0,,,,,,,,,0,1,5381,100,-100,0,0,,,,,,0.95,0.14,-0.14,0,0
979,Kepler-149,Transit,3,55.328328,0.001946,-0.001946,0,0.281,,,0,,,,,,,,,,,,,0.144,0.021,-0.021,0,,,,,,,,,0,1,5381,100,-100,0,0,,,,,,0.95,0.14,-0.14,0,0
980,Kepler-149,Transit,3,160.018032,0.001096,-0.001096,0,0.571,,,0,,,,,,,,,,,,,0.353,0.061,-0.061,0,,,,,,,,,0,1,5381,100,-100,0,0,,,,,,0.95,0.14,-0.14,0,0
981,Kepler-150,Transit,4,3.428054,0.000026,-0.000026,0,0.044,,,0,,,,,,,,,,,,,0.112,0.017,-0.017,0,,,,,,,,,0,1,5560,100,-100,0,0,,,,,,0.94,0.14,-0.14,0,0
982,Kepler-150,Transit,4,7.381998,0.00001,-0.00001,0,0.073,,,0,,,,,,,,,,,,,0.329,0.053,-0.053,0,,,,,,,,,0,1,5560,100,-100,0,0,,,,,,0.94,0.14,-0.14,0,0
983,Kepler-150,Transit,4,12.56093,0.000036,-0.000036,0,0.104,,,0,,,,,,,,,,,,,0.249,0.037,-0.037,0,,,,,,,,,0,1,5560,100,-100,0,0,,,,,,0.94,0.14,-0.14,0,0
